Text,Sentiment
good as espected in this budget,neutral
The processor is very slow.,neutral
nice product but size is not right size,neutral
one plate was broken,negative
Good.... but price is decreasing day by day,positive
Battery life is pathetic 😓,positive
Battery is not good.but pubg awesome work.internet speed awesome awesome.,positive
not so good smell like attar,neutral
waste product water saver is not working and continues complaint more then product price am spend for repairing,negative
"Super watches sleep tracking ,battery life ,accuracy",positive
Was not very impressed. All theories and possibilities. difficult if not impossible to prove. The universe cannot be fathomed by our small mind even if it belongs to Stephen Hawking.,neutral
Dear Viewers I am written this review after usage f 15 days of this phone. Pros: Superb phone with monster battery life. Display is good. Cons: OTG is not supported in this phone. Camera is not like 48 megapixel. Charging cable is very short and back cover is also not provided in box. Back side of phone is simple and plastic not giving rich feel in this price segment. OS is ok Finger print sensor is ok not much faster as redmi. So the conclusion is not looking for battery life. Other things are also important.,positive
Battery was not good... backup is just few hours,neutral
It's a very good product. Since purchased two months have passed. Working fine. No suffer any trouble. Very nice product at low price.,positive
"This product is awesome as everyone knows how awesome is iphone but i wanted to add some points to it . i my friend have it , i find these points from my friends iphone camera is stable so that we can take clear pictures. really a awesome clarity processor is great no words touch i so smooth, i fell like i touch sponge clouds but only problem is its cost . people like me middle class cant even imagine to afford to this level phone",positive
costly pages print with dull ink and toner is very bad,negative
"Does what it is supposed to do. True iPhone, no exceptions. If you are coming from a bigger iPhone or Android with AMOLED display, you will feel the difference initially. Once you are used to it, it's LED screen is as good as any other flagship.",positive
good quality product but installation is little bit difficult,negative
Fantastic phone.,positive
